Application mode,Application order,Course,Father's qualification,Mother's occupation,Father's occupation,Displaced,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),GDP,units_approved_rate_1st,units_approved_rate_2nd,Target_Graduate
8,1,5,27,10,11,1,0,1,0,1,19,6,7,6,13,0,0,6,9,6,13,0,1.0001450302358257,1.0050405408054441,1
14,1,9,27,8,8,0,0,1,0,0,24,16,16,15,13,0,9,12,11,5,13,0,0.8474055581389623,0.8245954403438484,1
1,1,10,27,10,10,1,0,1,1,1,18,6,6,6,11,0,0,6,6,6,13,0,1.0105896628561,1.0041054541220036,1
12,1,6,1,1,11,0,1,0,0,0,23,6,15,3,12,0,0,6,10,0,0,3,1.0063270974499312,0.005333586447038253,0
14,1,2,3,5,3,1,0,1,0,0,26,0,0,0,0,0,0,3,0,0,0,0,0.011865683072002316,-0.0014804173170008881,0
12,1,9,27,10,36,0,0,1,1,0,38,5,8,4,10,0,0,5,10,3,13,0,0.5616931567930319,0.33266366100660927,0
12,1,9,27,10,9,0,1,1,1,0,32,6,11,1,11,0,0,6,11,5,10,1,0.84781430367506,0.46562245787090617,0
15,1,4,10,5,9,0,1,0,0,0,24,6,13,2,11,0,0,6,10,3,10,1,0.40231167065894213,0.5071696233844588,0
15,1,2,1,5,2,1,0,0,1,0,25,0,6,0,0,0,0,6,0,0,0,-3,0.03095339485964345,0.015161916056190952,0
12,1,16,27,10,9,1,0,1,1,0,24,6,12,2,12,0,0,5,5,3,13,0,0.20003185857474684,0.4935679869416787,0
12,1,3,27,1,9,0,0,1,0,0,41,6,11,6,14,0,0,6,9,5,10,0,0.6680042990518654,0.8740570050200415,0
1,1,12,27,10,10,1,0,1,0,1,19,8,6,6,13,0,0,8,6,6,13,1,1.0074488325524495,1.002348799283068,1
15,1,11,1,4,11,1,0,1,1,0,18,6,12,0,0,0,0,6,6,0,0,3,0.004782416902097663,-0.004135711802003125,0
12,1,3,14,12,1,0,0,0,0,0,39,6,7,6,14,0,0,6,9,3,11,1,0.6553796510388306,0.45378802058279527,1
9,1,9,27,10,10,0,0,1,1,0,24,5,8,5,11,0,0,5,8,5,15,0,0.8137640605942396,0.8547537458918132,0
6,1,4,27,10,11,0,0,1,1,1,26,6,6,6,11,0,0,6,7,6,13,2,0.8297841038314424,1.0037536498461863,1
1,3,11,27,5,9,1,0,1,1,1,18,6,6,6,12,0,0,6,9,6,12,1,0.9994075759923637,0.998407385657536,1
14,1,9,27,10,10,0,0,1,0,0,21,10,15,10,13,0,4,12,11,7,11,0,0.8191057606878,0.4750326005093014,0
1,1,5,1,5,4,1,0,1,0,0,18,6,6,6,11,0,0,6,5,6,12,2,1.0043934181675722,1.0108702963414924,1
1,1,12,27,10,8,1,0,1,0,0,31,8,10,7,14,0,0,8,9,8,14,-3,0.9861754409587562,0.9919039867453693,1
4,1,17,1,10,3,0,1,0,1,0,47,10,12,9,12,0,4,12,12,5,13,-4,0.6498522932188205,0.4195856536384223,0
1,1,3,1,5,9,0,0,1,1,0,21,6,6,6,12,0,0,6,7,6,13,2,1.0012575376839097,0.9955218497258347,1
8,1,10,28,6,10,1,0,1,0,1,18,6,6,6,14,0,0,6,6,6,12,1,1.0013315466129271,1.0139059302021682,1
1,3,11,27,10,4,1,0,1,0,1,19,6,6,0,11,0,0,6,9,3,0,0,0.6474804649623944,0.010162398088044988,0
14,3,12,27,8,8,0,0,1,0,1,19,7,6,9,13,0,0,8,7,8,13,-3,0.8306718441849299,1.0068737731232877,1
8,3,12,28,6,8,1,0,1,0,0,19,7,11,7,12,0,0,8,9,8,13,-3,0.6225311484930165,0.8390823616344583,0
1,3,9,2,5,10,1,0,1,0,0,21,5,8,2,11,2,0,5,10,5,10,0,0.6036205082830225,0.9859876831811548,0
1,1,11,3,6,3,1,0,1,1,1,19,7,6,0,13,0,0,8,10,0,13,1,0.008025638762159632,0.39644282903047545,0
12,1,16,10,10,10,0,0,1,0,1,20,6,15,5,11,0,0,6,14,5,12,0,0.8551834288455875,0.5588640335005484,1
1,2,14,14,10,8,1,0,1,0,1,19,6,10,6,11,0,0,6,13,6,13,-3,0.8506935578361007,0.8334250889975254,1
1,2,10,27,10,10,1,0,1,0,1,19,6,12,4,11,0,0,6,8,5,13,2,1.0006655990022943,1.0073343749336585,1
14,1,9,27,21,22,0,1,0,1,1,31,16,21,14,10,0,11,13,12,2,13,3,0.6012461155907919,0.4064605158073626,0
9,1,14,27,10,10,0,0,1,0,1,19,6,8,5,12,0,0,5,8,5,12,1,1.007343993764594,0.8568768973183519,1
15,1,11,14,5,4,0,0,1,0,0,23,6,13,6,13,0,0,7,13,6,13,0,0.9872455589719276,1.0044511243871437,1
1,1,9,14,6,12,0,0,0,1,0,37,5,5,0,0,2,0,5,5,0,0,2,0.0233711518888045,0.004066181365574722,0
15,1,14,28,10,10,0,0,1,0,1,19,6,6,5,11,0,0,6,8,6,12,0,0.8593096259258335,0.8542382641173135,0
1,1,9,28,10,10,1,0,1,1,1,25,5,8,5,11,0,0,5,7,5,14,0,0.8092021105584962,0.8474834700221119,1
1,4,12,28,5,8,1,0,1,0,1,18,8,8,7,14,0,0,8,8,8,13,-3,1.0060606859176322,1.0021955940590563,1
14,1,10,27,1,5,0,0,1,0,0,24,6,12,5,12,0,0,6,9,3,12,0,0.6592052701831299,0.461510854493116,0
12,1,7,1,10,5,1,0,1,1,0,18,5,5,2,14,0,0,5,7,0,13,2,0.0003852829212563125,0.5221198474496083,0
14,1,16,2,32,8,0,0,1,0,0,25,6,11,5,12,0,0,6,9,4,11,0,0.6004427509895216,0.6174758038707774,1
1,1,5,2,5,9,1,1,1,1,0,21,6,11,2,12,0,0,6,13,3,12,3,0.6533600338205726,0.3614408932955226,0
9,1,12,1,5,9,1,0,1,0,0,18,8,12,7,14,0,0,8,9,8,13,-3,0.8510895602890961,0.8255477040611569,1
14,1,6,28,6,8,0,0,1,0,1,24,5,11,2,13,3,0,5,12,2,12,3,0.6507380217415349,0.401236525391994,0
8,3,9,27,6,7,1,0,1,0,1,18,6,8,6,13,0,0,7,10,5,13,0,0.8342995125065783,0.8487797248409452,1
1,1,10,14,3,3,1,0,1,0,0,21,6,11,6,11,0,0,6,10,6,13,0,0.6201093450263863,0.8405283059855793,0
14,1,8,24,12,11,0,0,1,0,0,24,6,11,4,12,0,0,6,10,2,12,0,0.6373729119230688,0.38664384731281204,0
1,1,12,27,10,8,0,0,1,0,1,20,7,13,7,14,0,0,8,9,8,13,0,1.0056788380787833,0.8516149522741995,0
14,1,3,3,6,2,1,0,1,0,0,22,18,14,7,11,0,8,8,13,8,13,0,0.6311316867887158,0.8432849128141184,1
1,6,12,1,5,4,1,1,1,0,1,20,7,7,7,14,0,0,8,9,8,13,2,1.006231153970966,1.000093553956634,1
8,2,9,2,5,6,1,0,1,0,0,19,6,12,2,12,0,0,7,6,3,13,0,1.0034264196694032,0.230809501870781,0
1,1,15,14,5,7,1,0,1,1,1,18,6,7,6,14,0,0,6,7,6,13,1,1.0029398142628139,1.0042742042628516,1
1,5,13,3,5,9,1,0,1,0,0,19,7,0,0,0,0,0,0,0,0,0,-3,0.005838202279667613,0.021210063848997467,1
14,1,4,27,4,9,0,0,1,0,1,25,6,14,2,11,1,0,7,14,0,0,0,0.23779531238164622,0.010684679121701929,0
1,1,12,1,10,5,1,0,0,1,0,20,7,10,1,12,0,0,7,12,2,10,2,0.6566864997059891,0.3714105832018536,0
1,5,11,27,10,9,1,0,1,1,1,19,6,6,6,12,0,0,6,6,6,12,1,1.0035167739759212,1.0029808049824316,1
1,1,2,27,6,7,0,0,1,0,1,25,6,12,6,11,0,0,6,21,6,11,-4,0.8436532193817536,1.0128237381550773,1
15,1,16,3,10,8,0,0,1,0,0,19,6,8,6,12,0,0,6,9,6,13,0,0.9942258077794968,0.8231534824559551,0
14,1,17,27,10,6,0,0,1,1,0,38,5,9,2,12,0,0,5,6,0,0,-3,-0.006522243942115548,-0.014328939877584514,0
6,1,14,14,10,4,1,0,1,0,1,18,6,7,5,13,0,0,6,9,5,13,-3,0.9981776721199351,0.8211255825673631,1
8,1,16,28,6,11,0,0,1,1,0,20,7,8,7,13,0,0,7,8,8,12,2,0.9993062389261548,0.9945004429388085,0
12,1,11,27,10,10,0,0,1,1,0,44,6,10,5,12,0,0,6,9,4,12,2,0.6944213015154657,0.8541016581692491,0
4,1,13,28,7,10,1,0,1,1,1,19,11,13,9,14,0,2,8,11,8,13,-3,0.8487054949962168,0.9970880022075282,0
1,1,4,27,10,10,0,0,1,1,1,24,6,6,5,11,0,0,5,5,5,12,2,0.9988521490370494,0.9997302619486157,1
12,1,6,27,5,3,0,0,1,0,0,25,6,11,5,11,0,0,6,21,3,12,-4,0.8726210629549822,0.5184505790428451,0
14,1,5,1,5,1,1,0,1,0,1,26,6,8,6,12,0,0,6,9,6,11,0,0.8439557436533399,0.8500592322162882,1
17,1,17,27,7,7,1,0,1,0,1,24,5,11,10,11,0,0,5,14,8,13,0,0.8167958490409509,0.8301157150404244,1
12,1,16,14,4,9,1,0,1,1,0,34,6,12,2,11,0,0,6,6,2,12,0,0.2504942524210762,0.3665547291264699,0
1,1,9,1,10,9,1,0,1,1,0,18,6,6,2,10,0,0,5,9,3,13,0,0.6459473734283765,0.42591286343162393,0
1,1,14,28,10,4,1,0,1,1,1,18,6,11,6,12,0,0,6,7,6,13,2,0.9982219454434696,0.8445090792406159,1
12,1,9,27,5,11,0,0,1,1,0,29,5,5,0,0,3,0,5,5,0,0,-3,0.006532485705516761,0.0006459904961184776,0
1,6,2,3,10,4,1,0,0,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0.017235345310044312,-0.015937740999195996,0
1,1,12,28,6,4,0,0,1,0,1,19,8,8,7,13,8,0,8,9,7,13,2,0.843802351674717,0.8570344564713323,1
12,1,11,27,10,8,0,0,1,1,0,19,6,6,6,11,0,0,6,6,6,11,0,1.0119786715161707,1.0137443186284811,0
12,1,16,1,5,1,0,0,1,1,0,45,6,9,4,11,0,1,6,12,4,10,2,0.6699606740708863,0.4371963599120421,0
15,1,3,1,4,1,1,0,1,1,0,24,6,11,4,12,0,2,6,15,5,10,2,0.5908113945722984,0.2965656845354758,0
1,5,6,14,5,6,0,0,1,0,0,18,10,6,6,14,1,0,6,9,5,13,0,1.0029348414077095,0.9991681505185297,1
1,1,7,1,2,5,1,0,0,1,0,22,6,4,0,0,0,0,6,0,0,0,-3,0.010663112534444066,-0.0031948740696533416,0
1,1,10,28,10,10,1,0,1,0,1,18,6,6,6,13,0,0,6,6,6,13,-4,1.0017618733050853,1.0028948712762407,1
12,1,3,4,10,10,0,0,1,1,0,24,6,15,2,11,0,0,6,11,3,10,0,0.6533714963230591,0.4261323452254184,0
14,4,5,1,6,10,0,0,1,0,1,18,6,6,6,13,0,0,6,9,6,13,2,0.9933800500960076,0.9995744256514058,1
1,3,12,27,6,10,1,0,1,0,0,19,8,8,7,13,0,0,8,8,7,13,1,0.38863916404345267,0.8312611921211542,1
1,1,7,1,5,3,1,0,1,1,0,25,5,12,2,10,0,0,5,10,2,10,0,0.41013049717039335,0.2862750583754833,0
14,1,5,2,5,3,1,0,0,1,0,19,6,12,3,12,0,0,6,11,3,10,0,0.6752213288972276,0.35259200955194764,0
12,1,12,27,10,9,1,0,0,1,0,36,7,7,7,14,0,0,8,7,8,12,-1,0.6619663961017577,0.8316556140408574,0
4,1,10,27,12,11,0,0,1,0,0,25,5,11,4,12,0,0,5,7,5,11,1,0.8221693131839639,0.8434745995414662,0
15,1,4,27,10,7,0,1,1,1,0,19,6,16,4,12,0,0,6,12,3,10,0,0.681337571849246,0.7158986176896797,0
1,1,9,1,6,5,1,0,1,1,1,19,5,7,5,13,0,0,5,8,5,13,1,0.9957165681805336,0.9958225823960529,1
12,1,5,2,3,9,0,0,0,1,0,21,6,12,2,10,0,0,6,12,0,10,0,0.22087993092807293,0.3844796979400734,0
1,1,10,28,10,10,1,0,0,1,1,18,6,8,5,11,0,0,6,6,5,13,1,0.7059770443533613,0.4466398073777345,1
1,3,10,1,6,4,1,0,1,0,1,18,6,6,6,11,0,0,6,6,6,13,2,0.9990029630169823,1.0034324910662238,1
1,3,16,1,10,10,1,0,1,0,1,18,8,5,6,12,0,0,6,6,6,13,2,0.9983664621344069,1.003265897383527,1
1,2,15,1,6,4,1,0,1,0,0,18,6,6,6,15,0,0,6,6,6,13,0,1.0097892017672152,1.0081995305954623,1
1,5,12,1,6,9,1,0,1,0,1,19,7,7,7,12,0,0,5,9,5,13,0,0.6063728668863206,0.8312044666420685,0
1,1,3,28,10,1,0,0,1,0,1,28,6,8,5,12,0,0,6,6,6,12,0,0.9998813048594037,1.0108322889584334,1
15,1,2,27,5,4,1,0,1,1,0,19,6,14,2,13,0,0,6,14,0,10,1,0.4035946474148562,0.2793715028203222,0
14,1,6,14,6,6,1,0,1,1,1,19,6,6,6,13,0,0,6,6,6,12,1,1.0054619479521094,0.5913768213332338,0
1,1,10,14,10,5,0,0,1,0,0,20,7,15,6,11,0,0,7,11,0,11,0,0.21477269516124498,0.6034601964011936,1
12,1,12,27,10,11,0,0,1,0,1,26,7,15,0,13,0,0,8,0,0,0,-3,0.01609238939234106,0.023499906771575402,1
7,1,5,2,6,6,0,0,1,1,0,21,6,5,6,15,0,0,6,6,6,13,1,0.9993840798747966,0.9997253420068506,1
1,1,2,1,5,9,0,0,1,0,0,20,0,0,0,0,0,0,0,0,0,0,-3,-0.004796466609852029,-0.0014769785783624555,0
8,1,12,24,3,5,1,0,1,0,0,20,7,7,2,12,0,1,7,10,3,10,0,0.6575625243368193,0.3048204075397168,0
1,1,5,27,10,11,0,0,1,1,1,46,6,6,6,13,0,0,6,8,6,12,0,1.0006381235683293,0.009003333751573864,1
8,2,12,1,4,2,1,0,1,0,0,18,7,7,7,15,0,0,8,9,6,13,0,0.9973245763014398,0.8505089799385032,1
8,6,12,27,8,8,1,0,1,0,1,19,8,8,5,12,0,0,8,8,7,11,0,0.6469095076974569,0.8245136656769758,1
1,3,10,27,10,6,1,0,1,0,1,18,6,6,6,11,0,0,6,7,6,12,0,1.0056208455516749,1.0126822238504518,1
4,1,14,24,1,2,0,0,1,0,0,38,5,12,3,11,0,0,5,9,3,10,-3,0.6478226232746794,0.352658095756069,0
8,1,5,27,5,7,1,0,1,0,0,20,6,6,6,14,0,0,7,5,8,13,0,0.9934962965561408,0.9976475927375559,1
16,1,3,3,5,2,0,0,1,0,0,24,7,14,8,11,0,1,7,11,7,11,0,0.6170771647758803,0.8311000537730281,0
1,1,14,1,4,9,1,0,1,1,0,24,5,8,2,11,0,0,7,10,3,10,-3,0.26865438614603376,0.3325892833372267,0
12,1,3,1,5,3,0,0,1,1,0,43,7,14,6,13,0,0,6,7,0,13,2,0.0007338489059997549,-0.00912234647788393,0
1,3,15,14,5,4,1,0,1,0,1,19,7,8,9,11,0,0,8,8,8,14,-3,1.0018085540542534,1.002762989279261,1
1,1,12,1,5,9,1,0,1,0,1,19,7,8,6,14,0,0,7,9,6,13,2,1.006697304193987,0.8611244802308045,1
8,3,12,1,6,4,1,0,1,0,1,18,7,7,7,13,0,0,8,9,8,14,1,1.003698167841019,0.9966151912755056,1
14,1,9,27,10,10,0,0,0,1,0,35,5,14,1,14,0,0,11,12,3,12,0,0.376711658481217,0.2847762732388005,1
1,2,10,1,6,11,1,0,1,0,1,18,6,5,6,13,0,0,7,6,6,15,-3,0.9958381219315385,0.9967169206539427,1
15,1,5,1,5,9,0,0,1,1,1,25,6,7,6,13,0,0,6,9,6,11,3,1.0124356035974074,1.0035797825299104,1
14,1,13,1,10,11,0,0,1,1,0,23,14,16,14,14,0,1,12,13,8,12,-4,0.8596557365249583,1.004155189644456,1
12,1,3,24,1,1,0,0,1,0,0,29,6,6,2,12,0,0,6,9,0,10,0,0.29474269410657084,-0.005048594907473217,0
12,1,17,27,10,11,0,0,1,0,0,31,6,15,2,11,0,0,6,10,3,12,0,0.6364442869367365,0.6537239069619969,0
1,2,9,14,5,8,1,0,1,1,0,25,5,5,5,11,0,0,5,6,5,14,0,0.8230888004204225,0.8451415188026168,1
4,1,12,27,5,7,0,0,1,0,1,20,8,12,9,13,0,9,11,11,8,13,-4,0.9923373769739431,0.9945574609202027,1
8,5,15,28,6,6,1,0,1,0,0,18,6,11,6,12,0,0,6,10,6,13,1,0.8652454276488106,0.8267126865126553,0
14,1,5,4,10,9,0,1,1,0,1,21,6,12,6,12,0,0,6,11,6,13,0,0.8679478559431265,1.0104458109843286,1
1,1,9,27,6,4,0,0,1,0,1,34,5,8,5,13,0,0,5,5,5,13,-3,0.9912557632431593,0.9886223247997497,1
15,1,3,1,22,7,0,1,1,0,0,34,6,10,5,11,0,0,6,9,3,11,1,0.6730343395348755,0.32499103000602775,0
1,3,14,14,4,6,1,0,1,0,1,18,5,6,5,11,0,0,5,5,5,12,1,1.0011064112795431,1.0082093367243792,1
1,1,14,27,6,9,0,0,1,0,1,18,5,12,5,14,0,0,5,9,5,12,0,0.8431230993745352,1.0042690145659665,1
14,1,9,3,5,4,1,0,0,1,0,23,5,4,0,0,0,0,5,11,0,0,0,0.01077100797917729,0.01219481317239858,0
1,1,11,1,10,4,1,0,1,0,1,19,6,9,6,12,0,0,6,6,6,13,1,1.003718287565037,0.9957785062332573,1
13,1,2,3,5,5,0,0,0,1,0,22,0,0,0,0,0,0,0,0,0,0,-1,0.03651122444175052,0.00527293289308322,0
14,1,9,14,5,10,0,0,1,0,0,23,5,6,2,0,0,0,5,5,0,0,2,0.2631216157389744,0.002861342394949396,0
8,3,7,1,3,4,1,0,1,1,0,19,5,9,2,13,0,0,5,10,3,13,1,0.6206402344185719,0.5880299523251374,0
1,1,5,2,10,3,1,0,1,0,0,19,6,3,0,0,0,0,6,0,0,0,0,0.013269853762162637,-0.020063094513440103,0
14,1,9,27,12,11,0,0,0,0,0,22,5,11,0,0,1,0,5,5,0,0,-3,0.008026579805268321,0.0005506750845476267,0
1,1,14,1,10,11,0,0,1,1,0,21,6,8,6,12,0,0,6,12,6,13,0,0.9972242053024277,0.8248533950921507,1
1,5,14,28,29,4,1,0,1,0,0,20,6,6,6,14,0,0,6,11,5,13,2,0.6404778469020855,0.8378817467211005,1
1,1,12,28,10,8,0,0,1,0,1,18,8,8,5,13,0,0,5,8,5,13,1,0.8461800203074435,0.8538416652681553,1
8,2,5,1,6,4,1,0,0,0,0,19,5,6,5,13,2,0,5,6,3,13,3,0.9946133004163337,0.8648697371893408,0
1,6,12,27,10,10,0,0,1,0,1,19,7,14,0,0,0,0,8,8,0,0,2,0.013252668198419465,0.007334735669665934,0
1,1,14,14,8,2,1,0,1,0,1,19,6,13,6,12,0,0,6,10,3,13,2,0.6602614959153212,0.49435208128348024,1
1,1,14,1,20,4,0,0,1,1,0,19,5,6,5,12,0,0,5,9,5,13,1,0.6669554166142636,0.3055129191334576,1
12,1,9,27,10,9,0,0,0,0,0,44,5,5,0,0,0,0,5,5,0,0,-3,-0.005849251451928901,-0.009084796224702502,0
1,5,12,14,5,6,1,0,1,0,1,18,8,10,7,12,0,0,8,9,8,14,-3,0.8404473957575714,0.8242365659629717,1
3,1,14,2,6,9,1,0,0,0,0,18,5,10,2,10,0,0,5,10,3,10,-3,0.10282566343457955,0.21383846671013923,0
12,1,7,27,10,3,0,1,1,1,0,29,6,11,4,11,0,1,6,12,2,10,2,0.48096998500711957,0.4388511024238969,0
15,1,10,1,4,7,1,0,0,1,0,18,6,6,0,0,0,0,6,12,3,0,1,0.6909483161163739,0.5472658176453794,0
1,1,16,28,4,6,1,0,1,0,0,18,8,8,6,14,0,0,7,9,6,11,0,1.0059615243475586,0.8376100106215814,1
12,2,14,24,1,36,0,0,1,1,0,52,6,5,3,0,0,0,5,5,0,0,0,0.005484642327789896,0.015022198173435794,0
1,3,12,28,6,10,1,0,1,0,1,18,8,12,7,14,0,0,8,8,7,14,2,0.8561233320774629,0.884245318636613,1
13,1,12,1,5,9,1,0,1,1,0,20,11,13,7,12,0,0,8,12,3,12,-3,0.6528595634210934,0.4825002852553447,0
8,1,12,1,6,4,1,0,1,1,1,18,5,7,5,12,0,0,5,7,8,13,0,0.990481962827633,0.9970398458494033,1
1,1,12,1,4,7,1,0,1,0,0,18,8,16,7,14,0,0,8,8,8,13,1,0.8493180798771971,1.0035554575284802,1
1,2,12,3,5,6,1,0,1,0,0,18,8,7,7,14,0,0,8,11,8,14,2,1.0091398319328153,1.005135022834534,1
1,1,5,27,5,6,1,0,1,0,0,19,6,10,6,10,0,0,6,12,2,12,0,0.2811442068793428,0.3026653522099575,0
1,3,12,1,6,4,1,0,1,0,0,18,5,10,7,11,2,0,5,12,3,13,0,0.6403215252610998,0.8359223170634897,0
12,1,9,27,10,9,0,0,1,1,0,26,5,6,2,12,0,0,5,5,5,11,1,-0.02348271965877015,1.0008336231506147,0
8,1,10,28,6,8,0,1,1,0,1,23,6,16,6,14,0,0,6,9,6,11,1,0.8587681728852505,1.0026340963942029,1
1,1,5,27,6,9,1,0,1,1,0,19,5,5,5,14,1,0,5,5,5,14,3,0.9968237119870252,0.9920044615793356,1
16,1,13,28,19,10,0,0,1,1,1,52,6,11,6,13,0,0,6,14,6,12,1,1.0004742612612656,0.8155193574762444,0
8,1,9,14,6,6,1,1,0,1,0,22,5,11,2,10,0,0,5,5,3,10,1,0.6182920745145899,0.4469786007110444,0
1,1,17,3,5,2,1,0,1,1,0,20,6,5,4,12,0,2,6,7,0,14,-3,0.6885111030478269,0.38882281119328455,0
12,1,12,27,10,10,0,0,1,1,1,43,8,16,7,12,0,0,8,10,8,12,0,0.8645594409127088,0.9909768977589475,1
1,4,12,1,6,10,1,0,1,0,1,18,7,6,6,12,0,0,8,9,8,13,0,1.001310408736754,0.9919091008511058,1
16,1,11,29,6,3,1,0,1,1,0,21,15,11,3,12,0,4,11,12,2,10,0,0.5850645203739185,0.2637757032304868,0
16,1,4,27,6,9,0,0,1,1,1,19,14,11,17,12,0,4,12,14,6,12,1,1.0032890303848125,1.0030158414798618,1
14,1,12,3,10,3,0,0,1,1,0,20,7,8,10,13,0,0,8,8,8,13,0,1.002534246055272,0.846488958131546,1
8,1,2,3,6,4,1,0,1,1,0,19,6,0,0,0,0,0,0,0,0,0,0,0.010549040369054375,-0.013946984881134068,0
8,1,16,27,12,8,0,0,0,0,0,24,3,5,2,13,0,0,5,5,0,0,1,0.27951399162536295,-0.011003239919324597,1
8,2,9,28,5,3,0,0,0,1,0,19,5,6,0,0,0,0,5,5,0,0,1,0.017053252809826915,0.001157798010886166,0
1,6,7,1,20,4,1,0,1,1,0,18,5,7,5,14,0,0,5,9,6,14,3,0.9964231852280461,0.9879439690637462,1
12,1,9,27,10,9,0,0,0,0,0,35,5,6,2,13,3,0,5,9,2,11,3,0.8178956025089766,0.8569457222583429,0
1,5,9,14,2,9,1,0,1,0,0,18,5,11,2,0,0,0,5,8,0,0,-1,-0.01620685889486024,-0.01693858240253566,0
1,3,10,28,5,4,1,0,1,0,0,24,6,12,6,14,0,0,6,12,6,13,2,1.005996614849821,0.8512407088956481,0
12,1,3,27,10,9,0,0,1,0,1,44,5,5,5,14,0,0,5,6,5,11,1,0.9966709028247313,0.015523623450438201,1
8,3,9,27,10,7,0,0,1,0,0,19,5,5,0,0,0,0,5,6,0,0,0,-0.01399769893939258,-0.02218517490097839,0
14,2,12,28,5,3,1,0,1,0,0,18,7,12,6,14,0,0,8,10,3,12,-1,0.6736810885747644,0.8281152836104122,0
1,1,11,3,5,3,1,0,1,1,0,18,6,6,0,0,0,0,6,10,0,0,2,0.02385661244760841,0.5096314166847496,0
14,1,17,27,10,10,0,0,1,1,0,43,5,11,5,11,0,0,5,12,5,12,0,0.8094469086232372,0.8264918886982188,0
14,1,7,28,10,1,0,0,1,1,0,26,6,14,2,13,0,0,6,14,5,11,2,0.6711864227135961,0.41620071595456554,0
13,1,16,1,10,8,1,0,1,0,0,18,6,14,6,11,0,0,6,9,6,12,0,0.9946183155878005,1.0087586963569537,1
1,3,12,1,10,5,1,0,1,0,0,19,8,8,7,12,0,0,8,8,8,12,1,0.8391685302514081,0.8561519653107851,1
7,1,11,10,10,9,0,0,1,1,1,34,6,15,5,11,0,1,6,10,5,12,0,1.0115715212226923,1.007268201597907,0
1,5,9,3,5,6,1,0,1,0,0,19,7,12,7,13,0,0,8,8,8,13,-1,1.0012629964946598,0.8132312016322858,1
1,1,14,27,10,7,0,0,1,0,1,19,5,6,5,11,0,0,8,6,6,14,0,1.0019954582605104,0.8744761996098508,1
1,4,14,14,10,6,1,0,1,0,1,18,6,8,6,13,0,0,6,7,6,11,0,0.8461604015436214,0.8343144366573385,1
1,1,2,1,10,3,1,0,1,1,0,21,11,14,4,13,0,4,10,15,3,10,3,0.8440056463624855,0.502653229918665,0
15,1,5,28,9,11,0,0,1,1,0,19,6,9,6,12,0,0,6,9,5,12,2,0.6596411879227847,0.8543844063005926,0
8,1,10,14,5,11,1,0,1,1,1,24,6,6,6,0,0,0,6,6,0,0,3,0.8545014933991092,0.014999918238059774,1
1,1,4,3,3,3,0,0,1,1,0,31,7,7,0,0,0,0,6,9,0,0,2,0.01517332620514733,0.0035441252022422294,0
1,2,10,1,6,8,1,0,1,0,1,18,6,7,6,12,0,0,6,6,6,12,3,1.0032429560564184,1.0012725001799578,1
4,1,15,14,5,10,0,0,1,0,0,47,5,6,4,14,0,0,5,6,0,0,0,0.31291988479067767,0.009799014598492847,0
12,1,6,27,10,9,0,0,1,0,0,40,6,7,5,11,0,0,6,7,5,12,0,0.8477780167626402,0.8621278686496094,1
15,1,3,27,10,7,1,0,1,0,0,26,6,11,0,0,0,0,6,16,0,0,1,0.016079008400456816,0.0012033629157912464,0
1,1,10,10,29,11,1,0,1,1,1,21,6,12,6,12,0,0,6,9,6,12,0,1.0048585975030848,0.3598467304321902,1
14,1,16,1,4,8,0,0,1,1,0,23,6,13,2,11,0,0,6,11,3,10,-3,0.44956830020260763,0.24947248834730018,0
1,3,12,1,5,8,1,0,1,0,1,18,8,8,7,14,0,0,8,8,8,13,1,0.8381782714182145,0.9994345586678481,1
14,1,14,1,10,11,1,0,1,0,0,40,5,12,1,11,0,0,5,18,5,12,1,0.5931760485973038,0.8425095308450905,1
8,1,14,1,5,9,1,0,1,1,0,19,6,6,6,14,0,0,5,5,5,13,-3,1.0025209674196323,1.0092104712699383,1
1,1,15,28,10,13,0,0,1,0,1,29,6,6,5,15,0,0,6,6,0,0,1,0.025935015275503594,0.024061365470452543,0
1,3,9,27,5,4,1,0,1,0,0,19,5,9,5,11,0,0,5,10,3,12,0,0.8083766734249723,0.8504045763902836,1
14,1,10,14,5,3,1,0,1,1,0,18,6,14,1,10,0,0,6,10,2,0,1,0.21819864662685995,-0.021827598629598793,0
1,5,8,27,12,4,1,1,1,0,0,24,5,6,2,0,0,0,5,5,2,0,0,0.21323399978688934,-0.0019766715424788623,0
14,1,14,27,10,8,0,0,1,0,0,29,6,10,4,11,0,0,6,9,5,12,-3,0.8490948883538515,0.8691381614568611,1
14,1,10,14,5,8,1,0,1,0,1,32,6,14,6,12,0,0,6,7,8,14,0,0.9971201949256184,0.9955609882901446,1
12,1,4,27,12,8,0,0,0,1,0,23,3,5,0,0,0,0,5,5,0,0,-1,0.025888167751935105,0.002803064661655905,0
1,6,12,1,6,9,1,0,1,0,1,19,8,7,7,13,0,0,8,9,8,13,2,0.8626280481623883,0.8462978745756529,1
