Unnamed: 0,Application mode,Application order,Course,Father's qualification,Mother's occupation,Father's occupation,Displaced,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),GDP,units_approved_rate_1st,units_approved_rate_2nd,Target_Graduate
221,1,4,16,27,6,8,0,0,1,0,1,19,6,6,6,13,0,0,6,6,6,14,1,1.0,1.0,1
222,1,3,11,1,4,4,1,0,1,0,0,18,6,9,4,11,0,0,6,13,2,12,-3,0.6666666666666666,0.3333333333333333,0
223,16,1,12,1,6,10,0,0,1,0,1,19,7,9,5,13,0,0,8,9,7,12,2,0.7142857142857143,0.875,1
224,9,1,12,28,5,6,1,0,1,0,1,19,7,8,6,13,0,0,8,9,7,14,0,0.8571428571428571,0.875,1
225,4,1,17,5,4,4,0,0,1,0,0,33,6,7,6,15,0,0,5,5,5,15,2,1.0,1.0,1
226,4,1,9,4,4,11,0,0,1,0,0,45,5,6,5,11,0,0,5,5,5,13,1,1.0,1.0,1
227,1,1,10,1,10,10,0,0,1,0,1,20,6,6,6,12,0,0,6,7,6,12,2,1.0,1.0,1
228,12,2,14,24,1,1,1,0,1,0,0,28,5,5,0,0,0,0,5,5,0,0,0,0.0,0.0,0
229,14,1,12,1,6,9,1,0,1,0,1,19,8,15,7,11,0,0,8,15,7,11,-1,0.875,0.875,1
230,1,2,11,27,5,6,1,0,1,0,0,18,6,10,6,12,0,0,6,6,3,12,-1,1.0,0.5,1
231,12,1,11,14,5,7,0,0,1,0,0,38,6,0,0,0,0,0,6,0,0,0,-4,0.0,0.0,0
232,1,2,14,3,5,4,0,0,1,0,0,19,5,5,5,13,0,0,5,5,5,13,-3,1.0,1.0,1
233,1,1,11,27,10,10,0,0,1,0,1,21,6,9,5,11,0,0,6,8,5,12,-4,0.8333333333333334,0.8333333333333334,1
234,1,1,9,1,10,11,0,0,1,0,0,21,5,12,3,12,0,0,5,12,1,15,0,0.6,0.2,0
235,1,1,10,27,10,10,0,0,1,0,1,22,6,6,5,12,0,0,6,6,6,13,1,0.8333333333333334,1.0,1
236,1,1,16,14,6,8,0,0,1,0,1,18,6,8,5,13,0,0,6,7,6,13,-3,0.8333333333333334,1.0,1
237,8,2,10,27,4,10,0,0,1,0,1,18,6,9,6,11,0,0,6,9,6,11,-4,1.0,1.0,1
238,1,1,8,1,10,10,1,0,0,0,0,25,5,14,4,13,2,0,5,10,4,14,-3,0.8,0.8,0
239,12,1,6,14,10,8,0,1,0,0,0,24,6,11,3,11,0,1,6,14,3,10,0,0.5,0.5,0
240,1,3,12,1,5,5,1,0,1,0,0,19,7,10,6,12,0,0,7,8,7,11,1,0.8571428571428571,1.0,0
241,7,1,2,3,4,4,1,0,1,0,0,24,17,19,11,12,0,9,13,15,9,13,1,0.6470588235294118,0.6923076923076923,0
242,1,2,9,14,6,6,1,0,1,0,1,20,5,5,5,11,0,0,5,5,5,13,1,1.0,1.0,1
243,12,1,9,1,10,2,0,0,0,0,0,25,5,5,0,0,0,0,5,9,0,0,1,0.0,0.0,0
244,1,1,9,14,10,11,0,0,1,0,1,20,10,13,9,12,0,4,10,12,10,12,3,0.9,1.0,1
245,4,1,12,28,6,4,0,0,1,0,0,23,8,8,8,13,0,0,8,8,8,13,-3,1.0,1.0,1
246,8,3,12,27,8,7,1,0,1,0,1,19,8,8,7,13,0,0,8,8,7,13,1,0.875,0.875,1
247,15,1,4,27,10,11,0,1,0,0,0,29,6,13,3,12,0,0,6,8,3,11,0,0.5,0.5,0
248,1,3,11,27,5,8,1,0,1,0,0,21,6,8,6,11,0,0,6,8,4,12,2,1.0,0.6666666666666666,1
249,1,1,14,1,10,9,1,0,1,0,1,18,6,10,6,13,0,0,6,13,5,14,2,1.0,0.8333333333333334,1
250,1,3,5,28,10,10,1,0,1,0,0,19,6,7,5,12,0,0,6,6,5,12,-3,0.8333333333333334,0.8333333333333334,0
251,1,3,15,27,8,8,1,0,1,0,1,18,6,6,6,15,0,0,6,6,6,12,3,1.0,1.0,0
252,1,1,6,14,12,7,0,0,1,0,0,19,5,6,5,14,0,0,5,6,5,13,0,1.0,1.0,1
253,1,1,15,27,10,9,1,0,1,0,0,18,6,12,1,11,0,0,6,12,0,0,-3,0.16666666666666666,0.0,0
254,8,1,9,1,5,5,0,0,1,0,0,18,5,8,5,12,0,0,5,6,5,10,3,1.0,1.0,1
255,12,1,13,27,8,8,1,1,0,0,1,37,7,13,1,16,0,0,7,12,0,0,3,0.14285714285714285,0.0,0
256,8,1,17,27,7,7,0,0,1,0,0,29,5,10,5,13,0,0,5,14,5,12,0,1.0,1.0,1
257,8,3,5,27,10,10,0,0,1,0,0,18,6,6,6,11,0,0,6,6,6,12,0,1.0,1.0,0
258,1,1,10,1,10,9,1,0,1,0,1,19,6,8,5,11,0,0,6,9,5,12,1,0.8333333333333334,0.8333333333333334,1
259,14,1,10,1,4,2,1,1,0,0,0,22,10,16,6,11,0,2,7,8,2,13,0,0.6,0.2857142857142857,0
260,1,1,11,28,10,8,0,0,1,0,1,20,6,8,6,11,0,0,6,10,5,10,-4,1.0,0.8333333333333334,1
261,12,1,3,27,13,13,0,0,1,0,0,34,6,0,0,0,0,0,6,0,0,0,-1,0.0,0.0,0
262,14,1,7,28,10,10,0,1,0,0,0,30,12,17,8,11,0,6,12,19,6,12,0,0.6666666666666666,0.5,0
263,1,1,10,1,5,5,0,0,1,0,0,18,6,7,6,14,0,0,6,7,6,14,1,1.0,1.0,1
264,1,1,10,14,10,6,0,0,1,0,0,18,6,6,6,12,0,0,6,6,6,12,1,1.0,1.0,1
265,1,2,15,1,2,4,1,0,1,0,0,18,6,11,4,12,0,0,6,10,3,11,-3,0.6666666666666666,0.5,1
266,8,4,12,1,3,4,1,0,1,0,0,18,8,8,7,14,0,0,8,8,7,14,-1,0.875,0.875,1
267,1,2,15,28,10,10,1,0,1,0,1,19,6,7,5,11,0,0,6,8,5,12,-1,0.8333333333333334,0.8333333333333334,1
268,1,1,5,27,10,10,1,0,1,0,1,19,6,6,6,13,0,0,6,8,6,12,1,1.0,1.0,1
269,1,5,12,1,10,10,0,0,1,0,1,18,8,8,7,13,0,0,8,8,7,13,-1,0.875,0.875,1
270,15,1,4,28,5,9,0,0,1,0,1,21,6,9,6,12,0,0,6,8,5,12,0,1.0,0.8333333333333334,1
271,1,2,9,14,10,10,1,0,0,0,0,20,5,10,2,10,0,0,5,12,1,13,0,0.4,0.2,0
272,8,1,9,14,5,9,1,0,1,0,0,20,5,10,5,13,0,0,5,8,5,12,0,1.0,1.0,1
273,1,1,12,1,3,6,0,0,1,0,0,19,7,8,7,12,0,1,8,8,8,13,2,1.0,1.0,1
274,1,1,10,28,5,6,0,0,1,0,0,20,6,8,6,14,0,0,6,7,6,15,0,1.0,1.0,1
275,8,3,12,1,5,11,1,0,1,0,0,18,7,7,7,13,0,0,8,8,8,15,0,1.0,1.0,1
276,13,1,16,28,4,4,0,0,1,0,0,20,6,8,5,11,0,0,6,10,3,10,-1,0.8333333333333334,0.5,0
277,4,1,8,4,3,1,0,1,0,0,0,29,9,16,7,11,4,5,7,12,5,13,0,0.7777777777777778,0.7142857142857143,0
278,1,1,12,14,6,7,0,0,1,0,1,18,7,7,7,13,0,0,8,8,8,13,1,1.0,1.0,0
279,1,1,12,14,6,6,1,0,1,0,1,20,7,8,7,14,0,0,8,11,7,13,-4,1.0,0.875,1
280,7,2,9,27,10,10,1,0,1,0,1,22,5,8,4,12,0,0,5,8,4,11,0,0.8,0.8,1
281,1,1,3,14,5,11,1,0,1,0,1,47,6,9,5,14,0,0,6,7,6,14,0,0.8333333333333334,1.0,1
282,16,1,17,27,9,5,0,0,1,0,0,31,5,5,5,14,0,0,5,5,5,13,3,1.0,1.0,1
283,1,1,5,27,8,6,0,0,1,0,1,21,6,7,5,13,0,0,6,6,6,12,0,0.8333333333333334,1.0,1
284,1,1,3,28,1,1,0,0,1,0,0,21,6,8,5,12,0,0,6,10,6,11,0,0.8333333333333334,1.0,1
285,12,1,15,1,5,5,0,0,1,0,0,24,6,6,6,12,0,0,6,6,6,13,0,1.0,1.0,1
286,8,1,5,27,3,10,0,0,1,0,0,18,6,8,6,12,0,0,6,6,6,12,-4,1.0,1.0,0
287,12,1,3,1,12,3,0,0,1,0,0,32,6,9,4,12,0,0,6,12,4,11,0,0.6666666666666666,0.6666666666666666,1
288,9,2,3,1,4,5,1,0,1,0,1,19,6,8,6,10,0,0,6,9,6,11,1,1.0,1.0,1
289,12,1,12,3,2,2,1,0,1,0,0,24,8,8,8,13,0,0,8,8,8,13,-3,1.0,1.0,1
290,8,4,6,14,5,11,1,0,1,0,0,19,6,14,6,15,0,0,6,9,6,14,-4,1.0,1.0,1
291,15,1,4,27,7,7,0,1,1,0,1,19,6,9,6,14,0,0,6,7,6,13,0,1.0,1.0,1
292,15,1,4,27,10,5,0,0,1,0,0,24,6,10,6,11,0,0,6,12,5,13,1,1.0,0.8333333333333334,0
293,8,4,10,14,29,29,1,0,1,0,1,18,6,9,6,11,0,0,6,8,6,11,3,1.0,1.0,1
294,1,1,5,27,4,7,1,0,1,0,1,19,6,9,5,12,0,0,6,10,2,11,3,0.8333333333333334,0.3333333333333333,0
295,1,1,12,28,3,5,0,0,1,0,1,19,8,8,7,14,0,0,8,8,7,14,1,0.875,0.875,1
296,8,2,15,28,10,9,1,0,1,0,1,18,6,6,6,14,0,0,6,6,6,13,1,1.0,1.0,1
297,1,1,10,1,4,4,1,0,1,0,0,18,6,10,6,11,0,0,6,8,6,12,1,1.0,1.0,1
298,8,4,13,1,5,11,1,0,1,0,0,20,7,7,7,12,0,0,8,8,8,13,1,1.0,1.0,1
299,1,1,12,28,6,8,0,0,1,0,0,18,8,10,8,12,2,0,8,10,8,12,-3,1.0,1.0,1
300,8,4,14,28,10,8,1,0,1,0,0,18,6,10,6,12,0,0,6,9,6,13,2,1.0,1.0,1
301,1,2,6,27,10,10,1,0,1,0,1,21,5,7,4,12,0,0,5,5,5,12,1,0.8,1.0,1
302,1,1,12,14,5,10,0,0,1,0,1,18,7,9,7,15,0,0,8,9,8,16,-4,1.0,1.0,1
303,16,1,14,14,6,6,0,1,0,0,0,18,5,6,2,12,0,0,5,6,4,10,-3,0.4,0.8,0
304,8,2,10,9,5,4,1,0,1,0,0,19,6,11,0,0,0,0,6,0,0,0,-3,0.0,0.0,0
305,1,1,14,14,5,11,1,0,1,0,0,19,6,8,4,11,0,0,6,9,4,11,1,0.6666666666666666,0.6666666666666666,0
306,8,4,14,14,6,6,1,0,1,0,0,18,6,8,6,11,0,0,6,11,4,14,2,1.0,0.6666666666666666,1
307,12,1,8,1,12,12,1,0,1,0,0,34,5,6,1,11,0,0,5,5,0,0,-1,0.2,0.0,0
308,1,3,6,9,12,12,0,0,1,0,0,19,5,5,5,15,0,0,5,6,5,13,0,1.0,1.0,1
309,15,1,8,27,8,9,1,1,0,0,0,19,6,7,5,11,0,1,6,12,2,11,1,0.8333333333333334,0.3333333333333333,0
310,16,1,10,14,3,2,0,1,1,0,0,26,6,6,6,14,0,0,6,7,6,15,2,1.0,1.0,1
311,8,1,16,24,1,1,1,0,1,0,0,21,6,12,3,11,0,0,6,10,3,11,0,0.5,0.5,0
312,8,2,9,14,5,9,0,0,1,0,1,18,5,5,5,11,0,0,5,5,5,11,2,1.0,1.0,1
313,8,4,16,28,6,8,1,0,1,0,1,20,6,8,5,13,0,0,6,9,5,13,-3,0.8333333333333334,0.8333333333333334,1
314,16,1,9,1,5,5,0,0,1,0,0,25,5,12,2,10,0,0,5,5,0,0,2,0.4,0.0,0
315,1,1,9,28,5,4,0,0,1,0,0,18,5,5,5,16,0,0,5,5,5,16,2,1.0,1.0,1
316,1,1,12,14,4,7,1,0,1,0,1,18,7,7,7,14,0,0,8,11,8,14,0,1.0,1.0,1
317,1,1,12,14,4,6,0,0,1,0,0,19,7,7,7,13,0,0,8,9,8,14,2,1.0,1.0,1
318,1,1,10,28,6,10,0,0,1,0,1,18,6,8,6,11,0,0,6,10,6,11,1,1.0,1.0,1
319,8,1,12,28,8,8,0,0,1,0,0,20,7,11,6,11,0,0,8,12,6,13,-4,0.8571428571428571,0.75,0
320,4,1,6,14,10,6,0,1,0,0,0,26,3,3,0,0,0,0,6,0,0,0,3,0.0,0.0,0
321,13,1,12,27,8,10,1,0,1,0,1,19,8,8,7,13,0,0,8,8,7,13,1,0.875,0.875,1
322,1,1,12,1,6,2,0,0,1,0,0,19,7,7,7,14,0,0,8,9,8,14,0,1.0,1.0,1
323,14,4,9,27,10,10,0,0,1,0,0,19,10,15,5,11,0,4,10,14,8,12,0,0.5,0.8,1
324,3,3,6,14,8,6,1,0,1,0,0,19,5,9,3,10,1,0,5,8,3,13,0,0.6,0.6,0
325,1,1,11,14,6,9,1,0,1,0,0,18,6,7,6,10,0,0,6,11,3,11,0,1.0,0.5,1
326,14,1,12,27,10,10,1,0,1,0,0,19,7,7,6,13,0,0,7,7,6,13,0,0.8571428571428571,0.8571428571428571,1
327,1,1,10,1,10,7,0,1,1,0,0,18,6,10,6,11,0,0,6,9,5,11,0,1.0,0.8333333333333334,1
328,1,1,16,14,5,5,1,0,1,0,0,18,6,9,5,12,0,0,6,8,5,11,-3,0.8333333333333334,0.8333333333333334,0
329,1,1,6,28,10,6,1,0,1,0,0,18,5,11,5,14,3,0,5,7,5,11,-3,1.0,1.0,0
330,1,1,16,28,10,7,1,0,1,0,0,18,7,12,5,12,0,0,7,9,6,12,2,0.7142857142857143,0.8571428571428571,0
331,15,1,7,27,5,8,0,1,1,0,0,26,5,6,0,0,0,0,5,5,0,0,0,0.0,0.0,0
332,1,1,10,28,8,8,1,0,1,0,0,20,6,7,6,12,0,0,6,7,6,13,1,1.0,1.0,1
333,1,1,3,28,10,11,0,0,1,0,0,19,6,6,6,12,0,0,6,6,6,11,-1,1.0,1.0,1
334,1,1,10,27,5,10,1,0,1,0,1,18,6,6,6,12,0,0,6,9,6,13,-3,1.0,1.0,1
335,15,1,10,27,8,8,0,0,1,0,0,19,6,6,6,13,0,2,6,6,6,14,0,1.0,1.0,1
336,4,1,16,3,3,2,0,1,1,0,0,40,7,8,7,15,0,0,7,7,7,14,1,1.0,1.0,1
337,1,4,12,28,8,8,1,0,1,0,1,18,8,8,8,13,0,0,8,8,8,13,-3,1.0,1.0,1
338,8,1,10,1,10,11,0,0,1,0,0,19,6,9,5,12,0,0,6,8,6,12,0,0.8333333333333334,1.0,1
339,8,1,8,7,4,6,0,0,1,0,0,18,5,9,4,11,0,0,5,6,4,12,0,0.8,0.8,1
340,1,1,6,2,4,2,1,0,1,0,0,19,5,13,4,12,2,0,5,8,3,12,-3,0.8,0.6,0
341,1,1,2,3,3,3,1,0,1,0,0,18,0,0,0,0,0,0,0,0,0,0,-4,0.0,0.0,0
342,12,1,3,27,10,10,1,0,1,0,0,33,6,7,6,12,0,0,6,8,6,12,1,1.0,1.0,1
343,12,1,4,3,2,3,0,0,1,0,0,35,6,10,6,14,0,0,6,11,6,13,0,1.0,1.0,1
344,13,1,9,28,10,2,1,0,1,0,0,26,5,5,4,13,0,1,5,7,2,12,-3,0.8,0.4,0
345,1,1,15,14,8,6,1,0,1,0,0,18,6,7,6,13,0,0,6,8,6,12,-3,1.0,1.0,1
346,14,1,10,27,10,10,0,0,1,0,0,36,16,24,13,10,1,9,13,19,9,12,-4,0.8125,0.6923076923076923,0
347,12,1,17,27,7,7,0,0,1,0,0,39,5,6,5,11,0,0,5,9,5,11,1,1.0,1.0,1
348,12,1,10,27,10,10,0,0,1,0,0,44,6,8,6,13,0,0,6,6,6,13,-1,1.0,1.0,1
349,1,2,3,1,4,10,0,0,1,0,0,20,6,10,5,12,0,0,6,9,4,11,-3,0.8333333333333334,0.6666666666666666,0
350,1,1,11,14,10,10,1,0,1,0,0,24,6,9,4,12,0,0,6,6,4,11,-1,0.6666666666666666,0.6666666666666666,0
351,14,1,15,14,10,9,0,0,1,0,1,20,6,6,6,13,0,0,6,6,6,13,1,1.0,1.0,1
352,1,4,2,1,10,6,1,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,-3,0.0,0.0,0
353,1,1,12,28,10,8,0,1,1,0,1,18,7,7,6,14,0,0,7,7,6,14,0,0.8571428571428571,0.8571428571428571,1
354,1,1,11,14,5,7,0,1,0,0,0,22,6,10,5,11,0,0,6,12,0,0,1,0.8333333333333334,0.0,0
355,8,1,6,1,5,6,1,0,1,0,0,18,6,7,6,15,0,0,6,7,6,16,2,1.0,1.0,1
356,12,1,12,27,10,10,0,0,1,0,0,24,7,9,6,12,0,0,8,9,7,13,0,0.8571428571428571,0.875,1
357,12,1,17,27,12,9,0,0,1,0,0,33,5,0,0,0,0,0,5,0,0,0,-1,0.0,0.0,0
358,12,1,4,27,4,9,0,1,1,0,1,30,6,6,0,0,0,0,6,6,0,0,2,0.0,0.0,0
359,12,1,6,29,3,4,0,0,1,0,0,26,6,0,0,0,0,0,6,0,0,0,3,0.0,0.0,0
360,8,4,16,28,5,2,1,0,1,0,0,18,6,7,6,11,0,0,6,10,6,11,1,1.0,1.0,1
361,1,1,15,28,10,8,0,1,1,0,0,19,6,13,3,12,0,0,6,12,2,10,1,0.5,0.3333333333333333,0
362,8,4,9,28,10,11,1,0,1,0,0,20,5,10,3,10,0,0,5,9,4,11,0,0.6,0.8,0
363,17,1,6,27,10,9,1,0,1,0,1,22,11,18,8,13,0,4,9,16,7,13,3,0.7272727272727273,0.7777777777777778,1
364,1,4,12,1,10,2,1,0,1,0,0,19,7,8,5,13,0,0,7,8,5,13,0,0.7142857142857143,0.7142857142857143,0
365,1,1,6,28,8,6,1,0,1,0,1,21,6,13,6,16,0,0,6,10,6,15,-4,1.0,1.0,1
366,1,4,12,28,5,9,1,0,1,0,1,21,7,7,6,14,0,0,7,7,6,14,0,0.8571428571428571,0.8571428571428571,1
367,8,1,6,27,3,8,0,0,1,0,0,19,5,8,1,11,0,0,5,6,5,11,0,0.2,1.0,0
368,1,1,16,27,29,46,1,0,1,0,1,19,7,8,7,13,0,0,7,8,6,13,3,1.0,0.8571428571428571,1
369,1,6,12,14,10,6,1,0,1,0,0,18,8,8,7,13,0,0,8,8,7,13,-1,0.875,0.875,0
370,14,1,3,29,10,5,0,0,1,0,0,50,11,11,11,13,0,3,7,7,7,13,0,1.0,1.0,1
371,12,1,17,14,10,8,0,0,1,0,1,31,5,11,4,11,0,0,5,10,4,10,0,0.8,0.8,0
372,8,1,15,14,5,8,0,0,1,0,1,19,6,6,6,13,0,0,6,7,6,14,-4,1.0,1.0,1
373,12,1,17,27,20,43,0,0,1,0,0,35,5,8,5,12,0,0,5,9,5,12,0,1.0,1.0,1
374,12,1,6,28,5,8,0,0,1,0,0,31,6,0,0,0,0,0,6,0,0,0,-1,0.0,0.0,0
375,16,1,3,27,10,10,0,1,1,0,0,42,11,14,10,11,0,5,11,14,10,12,2,0.9090909090909091,0.9090909090909091,0
376,9,4,9,27,10,10,1,0,0,0,0,34,5,5,0,0,0,0,5,0,0,0,-3,0.0,0.0,0
377,1,1,12,1,5,5,1,0,1,0,1,18,7,7,7,15,0,0,8,8,8,15,1,1.0,1.0,1
378,8,1,16,3,4,4,1,0,0,0,1,18,7,7,7,12,0,0,7,8,6,13,3,1.0,0.8571428571428571,0
379,15,1,6,28,6,7,1,0,1,0,0,21,6,16,5,12,0,1,6,15,2,13,0,0.8333333333333334,0.3333333333333333,0
380,12,1,12,14,6,8,0,0,1,0,1,26,7,13,5,12,0,0,8,12,6,10,0,0.7142857142857143,0.75,0
381,14,1,12,27,9,9,0,0,1,0,0,20,7,8,6,13,0,0,8,8,8,13,0,0.8571428571428571,1.0,0
382,1,1,10,28,6,8,0,0,1,0,0,19,6,13,3,10,0,0,6,12,3,10,0,0.5,0.5,0
383,1,1,16,14,6,6,0,0,1,0,1,19,6,7,6,13,0,0,6,6,6,13,-4,1.0,1.0,1
384,17,1,9,4,3,2,0,0,1,0,0,20,11,19,9,12,0,3,9,14,8,11,3,0.8181818181818182,0.8888888888888888,1
385,1,1,10,24,1,1,0,0,1,0,0,19,6,8,6,11,0,0,6,7,6,11,0,1.0,1.0,1
386,1,1,16,27,10,10,0,0,1,0,0,18,6,6,6,13,0,0,6,9,6,12,0,1.0,1.0,1
387,12,1,17,27,10,10,0,0,1,0,0,28,14,16,11,11,0,6,11,16,10,12,1,0.7857142857142857,0.9090909090909091,1
388,8,1,16,14,5,6,1,0,1,0,0,22,6,10,5,13,0,0,6,8,5,12,-4,0.8333333333333334,0.8333333333333334,0
389,15,1,3,27,8,8,0,0,1,0,1,21,6,6,6,14,0,2,6,6,6,14,0,1.0,1.0,1
390,15,1,6,28,5,6,1,0,1,0,0,21,6,11,4,12,0,0,6,19,1,11,1,0.6666666666666666,0.16666666666666666,0
391,12,1,12,14,6,4,0,0,1,0,0,26,7,11,5,11,0,0,8,13,5,12,0,0.7142857142857143,0.625,0
392,1,6,15,27,8,8,1,1,0,0,0,18,6,8,5,13,0,0,6,8,5,11,0,0.8333333333333334,0.8333333333333334,0
393,8,2,6,1,10,11,0,0,0,0,0,20,5,8,2,10,0,0,5,8,2,12,0,0.4,0.4,0
394,8,2,6,14,5,4,0,0,1,0,0,18,6,7,6,14,0,0,6,7,6,14,2,1.0,1.0,1
395,1,4,12,1,5,10,1,0,1,0,1,19,8,11,7,12,0,0,8,11,7,12,1,0.875,0.875,1
396,16,1,10,14,4,11,1,0,1,0,0,20,11,12,11,11,0,5,11,14,11,12,1,1.0,1.0,1
397,15,1,6,27,5,7,1,0,1,0,1,22,6,11,6,13,0,2,6,10,3,12,0,1.0,0.5,1
398,8,1,14,14,6,9,1,1,1,0,0,18,6,6,5,11,0,0,6,9,4,13,1,0.8333333333333334,0.6666666666666666,0
399,8,1,9,27,7,5,1,0,1,0,0,19,5,10,3,10,0,0,5,9,0,0,0,0.6,0.0,0
400,8,4,5,3,4,4,0,0,1,0,1,18,6,9,5,11,0,0,6,8,4,11,3,0.8333333333333334,0.6666666666666666,0
401,8,1,11,27,8,8,1,0,1,0,0,20,6,13,3,10,0,0,6,12,3,10,1,0.5,0.5,0
402,1,1,15,27,10,10,1,0,1,0,0,19,6,11,4,12,0,0,6,11,3,11,0,0.6666666666666666,0.5,0
403,1,1,11,28,10,10,0,0,1,0,0,19,6,6,6,12,0,0,6,7,4,12,1,1.0,0.6666666666666666,0
404,8,1,12,27,6,6,1,0,1,0,0,19,8,8,7,14,0,0,8,8,7,14,1,0.875,0.875,1
405,1,1,2,14,4,10,1,0,1,0,0,18,0,0,0,0,0,0,0,0,0,0,-1,0.0,0.0,1
406,4,1,5,14,4,10,1,0,1,0,0,21,13,14,13,13,1,6,12,12,12,14,0,1.0,1.0,1
407,12,1,17,14,10,10,0,0,1,0,0,27,5,5,5,15,0,0,5,5,5,14,3,1.0,1.0,1
408,8,1,10,14,5,5,0,0,1,0,0,19,6,6,6,14,0,0,6,7,6,14,-4,1.0,1.0,1
409,12,1,6,24,1,1,0,0,1,0,0,25,5,5,0,0,0,0,5,5,0,0,0,0.0,0.0,0
410,1,2,12,14,8,8,1,0,1,0,1,18,8,8,7,14,0,0,8,8,7,14,1,0.875,0.875,1
411,12,1,12,1,5,9,0,0,1,0,0,24,8,8,7,12,0,0,8,8,7,12,1,0.875,0.875,1
412,1,3,12,1,5,11,1,0,1,0,0,20,7,8,7,11,0,0,8,9,7,14,0,1.0,0.875,1
413,4,1,17,27,7,7,0,0,1,0,0,26,5,5,5,14,0,1,5,5,5,15,1,1.0,1.0,1
414,1,1,10,28,10,8,1,0,1,0,1,20,6,9,6,12,0,0,6,6,6,11,3,1.0,1.0,1
415,1,1,6,27,12,12,0,0,1,0,0,18,5,5,5,14,0,0,5,6,5,15,0,1.0,1.0,1
416,1,1,6,1,10,10,1,0,1,0,0,19,6,13,6,15,0,0,6,10,6,12,-4,1.0,1.0,1
417,1,1,16,14,10,10,1,0,1,0,0,23,6,9,5,11,0,0,6,9,3,11,-1,0.8333333333333334,0.5,0
418,1,4,12,27,10,10,1,0,1,0,1,18,7,7,6,11,0,0,7,7,6,11,0,0.8571428571428571,0.8571428571428571,1
419,1,4,12,14,5,6,0,0,1,0,0,18,7,0,0,0,0,0,8,0,0,0,-1,0.0,0.0,0
420,1,1,12,1,3,9,0,0,1,0,1,19,7,7,7,12,0,0,8,9,8,13,2,1.0,1.0,1
421,13,1,17,2,5,4,0,0,1,0,0,30,7,9,7,14,0,1,5,5,5,14,0,1.0,1.0,1
422,15,1,6,2,5,7,1,0,1,0,0,29,6,0,0,0,0,0,6,0,0,0,-4,0.0,0.0,0
423,1,6,12,1,4,4,1,0,1,0,0,19,8,8,8,13,0,0,8,8,8,13,-3,1.0,1.0,1
424,8,6,13,2,6,4,1,0,1,0,0,20,7,7,7,13,0,0,8,8,8,14,1,1.0,1.0,1
425,1,1,12,27,10,4,0,0,1,0,0,20,7,7,6,13,0,0,7,7,6,13,0,0.8571428571428571,0.8571428571428571,1
426,1,4,14,28,4,8,1,0,1,0,0,19,6,8,6,13,0,0,6,9,6,13,2,1.0,1.0,1
427,8,1,9,2,10,3,1,0,1,0,0,20,5,8,3,11,0,0,5,12,2,10,1,0.6,0.4,0
428,1,2,6,1,5,5,1,0,1,0,0,21,5,8,0,0,4,0,5,12,0,0,1,0.0,0.0,0
429,8,1,14,28,5,11,0,0,1,0,0,19,6,10,5,11,0,0,6,9,4,14,2,0.8333333333333334,0.6666666666666666,1
430,1,3,12,28,10,10,1,0,1,0,1,18,8,8,7,12,0,0,8,8,7,12,1,0.875,0.875,1
431,12,1,3,27,8,9,0,0,1,0,1,27,6,8,6,11,0,0,6,10,5,12,-4,1.0,0.8333333333333334,1
432,8,2,9,28,7,9,1,0,1,0,1,19,5,6,5,13,0,0,5,5,5,12,1,1.0,1.0,1
433,1,1,12,1,12,4,0,0,1,0,1,19,7,7,0,0,2,0,7,7,0,0,0,0.0,0.0,0
434,1,1,15,14,5,9,1,0,1,0,0,19,6,7,5,14,0,0,6,7,6,14,-4,0.8333333333333334,1.0,1
435,1,6,12,14,6,6,1,0,1,0,1,18,8,8,7,13,0,0,8,8,7,13,-1,0.875,0.875,1
436,8,1,11,14,6,6,0,0,1,0,1,20,6,10,4,11,0,0,6,6,6,10,1,0.6666666666666666,1.0,0
437,1,1,14,27,5,6,0,0,1,0,1,18,6,6,6,14,0,0,6,8,6,13,-1,1.0,1.0,1
438,1,5,14,1,3,5,1,0,1,0,0,19,6,0,0,0,0,0,6,0,0,0,0,0.0,0.0,0
439,12,1,12,27,10,10,1,0,1,0,0,36,7,7,6,11,0,0,7,7,6,11,0,0.8571428571428571,0.8571428571428571,1
440,14,1,13,4,4,3,0,0,1,0,0,18,2,2,0,0,0,0,4,4,1,16,1,0.0,0.25,0
441,14,1,8,28,5,6,1,1,1,0,0,18,5,11,1,12,0,0,5,9,3,12,-1,0.2,0.6,0
442,8,6,12,28,10,4,1,0,1,0,0,19,8,9,7,12,0,0,8,9,7,12,-1,0.875,0.875,1
443,1,5,12,14,8,9,1,0,1,0,1,18,8,8,7,12,0,0,8,8,7,12,1,0.875,0.875,1
444,8,1,14,14,2,2,0,0,1,0,0,18,5,5,4,11,0,0,5,5,4,11,-3,0.8,0.8,1
445,1,1,10,14,10,4,1,0,1,0,1,19,6,6,6,13,0,0,6,6,6,14,1,1.0,1.0,1
446,1,1,12,1,3,2,0,0,1,0,1,19,7,8,7,14,0,0,8,8,8,16,0,1.0,1.0,1
